HOUSEID,NAME,PRICE,ROOMS,BATHROOMS,SIZE,TYPE,SALE,LOCATION,YEAR,URL,PERMALINK
MLM1568070519,Renta Departamento 2 Ambientes Vallarta Norte,23500,2,,135,APARTMENT,RENT,VALLARTA NORTE,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1568070519-renta-departamento-2-ambientes-vallarta-norte-_JM#position=40&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1568150921,Renta Departamento 2 Ambientes Providencia,30000,2,,135,APARTMENT,RENT,PROVIDENCIA SUR,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1568150921-renta-departamento-2-ambientes-providencia-_JM#position=41&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1577581856,Renta Departamento 2 Ambientes Arcos Vallarta,18000,2,,73,APARTMENT,RENT,ARCOS VALLARTA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1577581856-renta-departamento-2-ambientes-arcos-vallarta-_JM#position=39&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1584263636,Departamento En Renta En Country Club,26800,3,,197,APARTMENT,RENT,COUNTRY CLUB,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1584263636-departamento-en-renta-en-country-club-_JM#position=43&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1584794255,"Departamento En Renta En Colomos Providencia En Guadalajara, Jalisco",29500,3,,150,APARTMENT,RENT,COLOMOS PROVIDENCIA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1584794255-departamento-en-renta-en-colomos-providencia-en-guadalajara-jalisco-_JM#position=33&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1602137726,Renta Departamento 3 Ambientes Providencia,36000,3,,156,APARTMENT,RENT,PROVIDENCIA SUR,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1602137726-renta-departamento-3-ambientes-providencia-_JM#position=47&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1605067365,"Departamento En Renta En Prados Providencia En Guadalajara, Jalisco",14000,2,,102,APARTMENT,RENT,PRADOS PROVIDENCIA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1605067365-departamento-en-renta-en-prados-providencia-en-guadalajara-jalisco-_JM#position=20&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1609420916,Departamento En Renta Alara Montevideo 1103,34000,3,,154,APARTMENT,RENT,MONTEVIDEO,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1609420916-departamento-en-renta-alara-montevideo-1103-_JM#position=30&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1624209657,Departamento En Renta En Vallarta San  Jorge En Diagonal San Jorge,35000,2,,135,APARTMENT,RENT,VALLARTA SAN JORGE,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1624209657-departamento-en-renta-en-vallarta-san-jorge-en-diagonal-san-jorge-_JM#position=29&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1633101747,Departamento - Prados De Providencia,37000,3,,240,APARTMENT,RENT,PRADOS DE PROVIDENCIA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1633101747-departamento-prados-de-providencia-_JM#position=31&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1633222951,Departamento -  Monraz,25000,2,,95,APARTMENT,RENT,EULOGIO PARRA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1633222951-departamento-monraz-_JM#position=38&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1657261680,Departamento Amueblado En Renta Central Park Guadalajara En Diagonal San Jorge,31000,2,,135,APARTMENT,RENT,VALLARTA SAN JORGE,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1657261680-departamento-amueblado-en-renta-central-park-guadalajara-en-diagonal-san-jorge-_JM#position=34&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1657414170,"Departamento En Renta  En Central Park En Guadalajara En Diagonal San Jorge, Torre 300",31000,2,,130,APARTMENT,RENT,VALLARTA SAN JORGE,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1657414170-departamento-en-renta-en-central-park-en-guadalajara-en-diagonal-san-jorge-torre-300-_JM#position=26&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1658367504,Departamento En Renta O  Venta En Central Park,44000,2,,132,APARTMENT,RENT,VALLARTA SAN JORGE,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1658367504-departamento-en-renta-o-venta-en-central-park-_JM#position=36&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1658714401,Departamento En Renta En Mezquitan Country  Horizontes Count,19500,3,,107,APARTMENT,RENT,MEZQUITAN COUNTRY,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1658714401-departamento-en-renta-en-mezquitan-country-horizontes-count-_JM#position=48&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1658727189,Departamento En Renta En Providencia Torre Berilio,28500,2,,97,APARTMENT,RENT,COLOMOS PROVIDENCIA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1658727189-departamento-en-renta-en-providencia-torre-berilio-_JM#position=37&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1659010347,"Departamento En Renta Nuevo, San Carlos, Guadalajara",10500,2,,90,APARTMENT,RENT,SAN CARLOS,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1659010347-departamento-en-renta-nuevo-san-carlos-guadalajara-_JM#position=35&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1661038041,"Departamento En Renta Zona Minerva - Chapultepec, Guadalajar",13600,2,,56,APARTMENT,RENT,CHAPULTEPEC,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1661038041-departamento-en-renta-zona-minerva-chapultepec-guadalajar-_JM#position=28&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1661081415,Departamento En Renta Nuevo En Tres Lagos,11500,2,,77,APARTMENT,RENT,LOMAS DE INDEPENDENCIA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1661081415-departamento-en-renta-nuevo-en-tres-lagos-_JM#position=32&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1661112600,"Departamento En Renta.  Zona Minerva, Arcos Vallarta",14500,2,,66,APARTMENT,RENT,ARCOS VALLARTA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1661112600-departamento-en-renta-zona-minerva-arcos-vallarta-_JM#position=25&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1662586129,Renta Departamento 2 Ambientes Arcos Vallarta,18000,2,,73,APARTMENT,RENT,ARCOS VALLARTA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1662586129-renta-departamento-2-ambientes-arcos-vallarta-_JM#position=6&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1665734750,Departamentos En Renta Col . Monraz,27000,3,,120,APARTMENT,RENT,MONRAZ,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1665734750-departamentos-en-renta-col-monraz-_JM#position=3&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1669659696,"Departamento Amueblado En Renta En Providencia, Guadalajara",20000,1,,65,APARTMENT,RENT,CIRCUNVALACION VALLARTA,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1669659696-departamento-amueblado-en-renta-en-providencia-guadalajara-_JM#position=1&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1678639544,"Departamento En Renta En Residencial Juan Manuel, Guadalajar",22000,2,,92,APARTMENT,RENT,RESIDENCIAL JUAN MANUEL,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1678639544-departamento-en-renta-en-residencial-juan-manuel-guadalajar-_JM#position=4&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1678640175,"Departamento En Renta En Residencial Juan Manuel, Guadalajar",24000,2,,100,APARTMENT,RENT,RESIDENCIAL JUAN MANUEL,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1678640175-departamento-en-renta-en-residencial-juan-manuel-guadalajar-_JM#position=2&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM1680267519,"Departamento En Renta En Vallarta San  Jorge En Diagonal San Jorge, Torre Central Park",28000,2,,135,APARTMENT,RENT,VALLARTA SAN JORGE,2022,https://web.archive.org/web/20221208000341/https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,https://web.archive.org/web/20221208000341/https://departamento.mercadolibre.com.mx/MLM-1680267519-departamento-en-renta-en-vallarta-san-jorge-en-diagonal-san-jorge-torre-central-park-_JM#position=5&search_layout=grid&type=item&tracking_id=6b3d541b-8262-4938-9cb6-553e5217ef69
MLM2195175303,"'-se-vende-casa-a-precio-remate-en-parques-del-castillo-san-jose-del-castillo-jalisco-arf",700000,2,1,95,HOUSE,SALE,JARDINES DE SAN JOSE,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2195175303-se-vende-casa-a-precio-remate-en-parques-del-castillo-san-jose-del-castillo-jalisco-arf-_JM
MLM2205416211,"'-ubicadisima-residencia-en-country-club",20500000,5,5,590,HOUSE,SALE,COUNTRY CLUB,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2205416211-ubicadisima-residencia-en-country-club-_JM
MLM2224160533,"'-casa-en-venta-en-ambar-residencial-victoria-zapopan-jal-mg",1286997,3,3,232,HOUSE,SALE,RESIDENCIAL VICTORIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2224160533-casa-en-venta-en-ambar-residencial-victoria-zapopan-jal-mg-_JM
MLM2225838221,"'-venta-de-casa-en-guadalajara-jalisco",650000,5,3,458,HOUSE,SALE,BOSQUES DE LA VICTORIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2225838221-venta-de-casa-en-guadalajara-jalisco-_JM
MLM2225851369,"'-casa-en-venta-providencia",9000000,3,3,280,HOUSE,SALE,PRADOS PROVIDENCIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2225851369-casa-en-venta-providencia-_JM
MLM2229886193,"'-departamento-en-venta-en-arcos-vallarta",5400000,2,2,99,APARTMENT,SALE,IGNACIO L VALLARTA,2025,https://inmuebles.mercadolibre.com.mx/departamentos/venta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2229886193-departamento-en-venta-en-arcos-vallarta-_JM
MLM2230614457,"'-departamento-en-venta-en-fraccionamiento-residencial-chapalita",11162610,3,2,148,APARTMENT,SALE,LAZARO CARDENAS,2025,https://inmuebles.mercadolibre.com.mx/departamentos/venta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2230614457-departamento-en-venta-en-fraccionamiento-residencial-chapalita-_JM
MLM2230932639,"'-venta-de-casa-victoria-1567-providencia-1a-secc-guadalajara-jaliscorecuperacion-bancaria-e96",650000,3,2,200,HOUSE,SALE,VICTORIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2230932639-venta-de-casa-victoria-1567-providencia-1a-secc-guadalajara-jaliscorecuperacion-bancaria-e96-_JM
MLM2232049717,"'-casa-a-la-venta-en-miguel-hidalgo-guadalajara-jalisco-remate-adjudicado",700000,3,2,200,HOUSE,SALE,MIGUEL HIDALGO,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2232049717-casa-a-la-venta-en-miguel-hidalgo-guadalajara-jalisco-remate-adjudicado-_JM
MLM2232086923,"'--casa-en-venta-remate-lomas-de-san-eugenio-guadalajara-jalisco-jcbb8",540000,2,1,80,HOUSE,SALE,LOMAS DE SAN EUGENIO,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2232086923--casa-en-venta-remate-lomas-de-san-eugenio-guadalajara-jalisco-jcbb8-_JM
MLM2232826631,"'-casa-venta-de-remate-bancario-c-puerto-yavaros-monumental-44320-guadalajara-jal-jcbb2",1624000,3,2,160,HOUSE,SALE,MONUMENTAL,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2232826631-casa-venta-de-remate-bancario-c-puerto-yavaros-monumental-44320-guadalajara-jal-jcbb2-_JM
MLM2234424797,"'-departamento-en-barrera-guadalajara-con-3-recamaras-103-m-id-139878",35000,3,2,103,APARTMENT,RENT,BARRERA,2025,https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2234424797-departamento-en-barrera-guadalajara-con-3-recamaras-103-m-id-139878-_JM
MLM2235778131,"'-excelente-oportunidad-casa-en-venta-muy-por-debajo-del-costo-comercial-bosques-de-la-victoria-guadalajara",700000,4,3,450,HOUSE,SALE,BOSQUES DE LA VICTORIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2235778131-excelente-oportunidad-casa-en-venta-muy-por-debajo-del-costo-comercial-bosques-de-la-victoria-guadalajara-_JM
MLM2235904043,"'-excelente-oportunidad-casa-en-venta-muy-por-debajo-del-costo-comercial-jardines-del-country-guadalajara-jalisco",307000,3,2,360,HOUSE,SALE,JARDINES DEL COUNTRY,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2235904043-excelente-oportunidad-casa-en-venta-muy-por-debajo-del-costo-comercial-jardines-del-country-guadalajara-jalisco-_JM
MLM2236770401,"'-departamento-en-remate-bancario-en-guadalajara-jalisco-jcbb7",827050,3,1,65,HOUSE,SALE,SAN CARLOS,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2236770401-departamento-en-remate-bancario-en-guadalajara-jalisco-jcbb7-_JM
MLM2237592563,"'-hermosa-casa-en-potrero-del-llano-colonia-18-de-marzo-guadalajara-jalisco-me",770000,3,2,130,HOUSE,SALE,18 DE MARZO,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2237592563-hermosa-casa-en-potrero-del-llano-colonia-18-de-marzo-guadalajara-jalisco-me-_JM
MLM2243232503,"'-casa-en-renta-con-excelente-ubicacion-y-espacios-amplios",35000,4,3,288,HOUSE,RENT,ARTESANOS,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2243232503-casa-en-renta-con-excelente-ubicacion-y-espacios-amplios-_JM
MLM2249374547,"'-casa-en-renta-en-fraccionamiento-vallarta-san-jorge",23000,3,2,150,HOUSE,RENT,EUCLIDES,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2249374547-casa-en-renta-en-fraccionamiento-vallarta-san-jorge-_JM
MLM2250039165,"'-departamento-en-venta-country-club",14250000,2,2,157,APARTMENT,SALE,COUNTRY CLUB,2025,https://inmuebles.mercadolibre.com.mx/departamentos/venta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2250039165-departamento-en-venta-country-club-_JM
MLM2251720845,"'-departamento-en-venta-100-remodelado-en-providencia",5090000,3,2,137,APARTMENT,SALE,COLOMOS PROVIDENCIA,2025,https://inmuebles.mercadolibre.com.mx/departamentos/venta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2251720845-departamento-en-venta-100-remodelado-en-providencia-_JM
MLM2256156085,"'-casa-en-renta-en-colonia-colinas-de-san-javier-guadalajara-jalisco",105000,3,4,750,HOUSE,RENT,COLINAS DE SAN JAVIER,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2256156085-casa-en-renta-en-colonia-colinas-de-san-javier-guadalajara-jalisco-_JM
MLM2257048731,"'-casa-en-lagos-de-oriente-guadalajara-jalisco-remate-bancario-anz",608000,3,3,145,HOUSE,SALE,LAGOS DE ORIENTE,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2257048731-casa-en-lagos-de-oriente-guadalajara-jalisco-remate-bancario-anz-_JM
MLM2257093587,"'-casa-en-av-faro-bosques-de-la-victoria-guadalajara-jalisco-remate-bancario-anz",748000,3,2,136,HOUSE,SALE,BOSQUES DE LA VICTORIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2257093587-casa-en-av-faro-bosques-de-la-victoria-guadalajara-jalisco-remate-bancario-anz-_JM
MLM2258796991,"'-venta-de-casa-en-guadakajara-jalisco-colonia-atlas",950000,4,4,490,HOUSE,SALE,ATLAS,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2258796991-venta-de-casa-en-guadakajara-jalisco-colonia-atlas-_JM
MLM2258854111,"'-casa-en-venta-lomas-de-independencia-guadalajara-jalisco-remate-bancario-anz",612000,3,2,135,HOUSE,SALE,LOMAS DE INDEPENDENCIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2258854111-casa-en-venta-lomas-de-independencia-guadalajara-jalisco-remate-bancario-anz-_JM
MLM2263823769,"'-venta-de-casa-san-lucas-evangelista-unidad-habitacional-lomas-de-revolucion-guadalajara-jalisco-remate-bancario-jmjc89",380000,2,1,80,HOUSE,SALE,LA PENAL,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2263823769-venta-de-casa-san-lucas-evangelista-unidad-habitacional-lomas-de-revolucion-guadalajara-jalisco-remate-bancario-jmjc89-_JM
MLM2265729923,"'-departamento-en-remate-en-independencia-norte-guadalajara-excelente-oportunidad-de-inversion-adquierelo-con-un-45-de-descuento-sk15",330000,2,1,70,APARTMENT,SALE,INFONAVIT ESTADIO,2025,https://inmuebles.mercadolibre.com.mx/departamentos/venta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2265729923-departamento-en-remate-en-independencia-norte-guadalajara-excelente-oportunidad-de-inversion-adquierelo-con-un-45-de-descuento-sk15-_JM
MLM2266318057,"'-departamento-penthouse-en-renta-providencia",61700,3,3,225,APARTMENT,RENT,PRADOS DE PROVIDENCIA,2025,https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2266318057-departamento-penthouse-en-renta-providencia-_JM
MLM2266525663,"'-casa-de-lujo-en-renta-con-alberca-y-cuarto-de-seguridad-cerca-de-la-minerva",85000,4,5,800,HOUSE,RENT,VALLARTA PONIENTE,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2266525663-casa-de-lujo-en-renta-con-alberca-y-cuarto-de-seguridad-cerca-de-la-minerva-_JM
MLM2266712791,"'-sk14-casa-en-remate-bancario-en-miguel-borja-278-lomas-del-paraiso-ii-44250-guadalajara-jal",700000,3,2,100,HOUSE,SALE,LOMAS DEL PARAISO II,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2266712791-sk14-casa-en-remate-bancario-en-miguel-borja-278-lomas-del-paraiso-ii-44250-guadalajara-jal-_JM
MLM2267328427,"'-venta-de-casa-en-remate-bancario-en-col-providencia-guadalajara-jalisco-me",650000,4,3,250,HOUSE,SALE,VICTORIA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2267328427-venta-de-casa-en-remate-bancario-en-col-providencia-guadalajara-jalisco-me-_JM
MLM2267570503,"'-casa-en-renta-en-fraccionamiento-vallarta-san-jorge",45000,4,4,357,HOUSE,RENT,EUCLIDES,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2267570503-casa-en-renta-en-fraccionamiento-vallarta-san-jorge-_JM
MLM2268008925,"'-casa-en-venta-en-col-atlas-guadalajara-jalisco-nm",454880,3,1,140,HOUSE,SALE,ATLAS,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2268008925-casa-en-venta-en-col-atlas-guadalajara-jalisco-nm-_JM
MLM2268112995,"'-departamento-en-renta-col-jardines-de-los-poetas-guadalajara-jal",15400,2,2,90,APARTMENT,RENT,JARDINES DE LOS POETAS,2025,https://inmuebles.mercadolibre.com.mx/departamentos/renta/jalisco/guadalajara/,departamento.mercadolibre.com.mx/MLM-2268112995-departamento-en-renta-col-jardines-de-los-poetas-guadalajara-jal-_JM
MLM2273002117,"'-casa-en-venta-a-un-precio-economico-en-guadalajara-maf",975000,3,2,250,HOUSE,SALE,PANORAMICA HUENTITAN,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2273002117-casa-en-venta-a-un-precio-economico-en-guadalajara-maf-_JM
MLM2274211285,"'-casa-en-chapalita-excelente-inversion-ahorro-y-plusvalia-inmediatos-rh",1395442,4,2,220,HOUSE,SALE,CHAPALITA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2274211285-casa-en-chapalita-excelente-inversion-ahorro-y-plusvalia-inmediatos-rh-_JM
MLM2274408331,"'-casa-en-renta-en-fracc-casa-fuerte-espaciosa-moderna-y-con-excelentes-amenidades-94023",15000,3,3,168,HOUSE,RENT,SAN AGUSTIN,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2274408331-casa-en-renta-en-fracc-casa-fuerte-espaciosa-moderna-y-con-excelentes-amenidades-94023-_JM
MLM2278029697,"'-casa-buena-bonita-y-muy-barata-en-venta-oportunidad-de-inversion-1720000-en-jalisco-guadalajara-oblatos-hacienda-huescalapa",1720000,2,1,55,HOUSE,SALE,OBLATOS,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2278029697-casa-buena-bonita-y-muy-barata-en-venta-oportunidad-de-inversion-1720000-en-jalisco-guadalajara-oblatos-hacienda-huescalapa-_JM
MLM2280391565,"'-casa-en-vallarta-norte-guadalajara-con-7-recamaras-650-m-id-151251",100000,7,6,650,HOUSE,RENT,VALLARTA NORTE,2025,https://inmuebles.mercadolibre.com.mx/casas/renta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2280391565-casa-en-vallarta-norte-guadalajara-con-7-recamaras-650-m-id-151251-_JM
MLM2288417735,"'-casa-en-venta-recuperacion-bancaria-col-circunvalacion-vallarta-guadalajara-jalisco-laab2",6683258,4,4,408,HOUSE,SALE,CIRCUNVALACION VALLARTA,2025,https://inmuebles.mercadolibre.com.mx/casas/venta/jalisco/guadalajara/,casa.mercadolibre.com.mx/MLM-2288417735-casa-en-venta-recuperacion-bancaria-col-circunvalacion-vallarta-guadalajara-jalisco-laab2-_JM
